continent,location,date,population,new_vaccinations,RollingPeopleVaccinated,Percent_Vaccinated
Asia,Azerbaijan,2020-03-26,10358078,,,
Asia,Azerbaijan,2020-03-27,10358078,,,
Asia,Azerbaijan,2020-03-28,10358078,,,
Asia,Azerbaijan,2020-03-29,10358078,,,
Asia,Azerbaijan,2020-03-30,10358078,,,
Asia,Azerbaijan,2020-03-31,10358078,,,
Asia,Azerbaijan,2020-04-01,10358078,,,
Asia,Azerbaijan,2020-04-02,10358078,,,
Asia,Azerbaijan,2020-04-03,10358078,,,
Asia,Azerbaijan,2020-04-04,10358078,,,
Asia,Azerbaijan,2020-04-05,10358078,,,
Asia,Azerbaijan,2020-04-06,10358078,,,
Asia,Azerbaijan,2020-04-07,10358078,,,
Asia,Azerbaijan,2020-04-08,10358078,,,
Asia,Azerbaijan,2020-04-09,10358078,,,
Asia,Azerbaijan,2020-04-10,10358078,,,
Asia,Azerbaijan,2020-04-11,10358078,,,
Asia,Azerbaijan,2020-04-12,10358078,,,
Asia,Azerbaijan,2020-04-13,10358078,,,
Asia,Azerbaijan,2020-04-14,10358078,,,
Asia,Azerbaijan,2020-04-15,10358078,,,
Asia,Azerbaijan,2020-04-16,10358078,,,
Asia,Azerbaijan,2020-04-17,10358078,,,
Asia,Azerbaijan,2020-04-18,10358078,,,
Asia,Azerbaijan,2020-04-19,10358078,,,
Asia,Azerbaijan,2020-04-20,10358078,,,
Asia,Azerbaijan,2020-04-21,10358078,,,
Asia,Azerbaijan,2020-04-22,10358078,,,
Asia,Azerbaijan,2020-04-23,10358078,,,
Asia,Azerbaijan,2020-04-24,10358078,,,
Asia,Azerbaijan,2020-04-25,10358078,,,
Asia,Azerbaijan,2020-04-26,10358078,,,
Asia,Azerbaijan,2020-04-27,10358078,,,
Asia,Azerbaijan,2020-04-28,10358078,,,
Asia,Azerbaijan,2020-04-29,10358078,,,
Asia,Azerbaijan,2020-04-30,10358078,,,
Asia,Azerbaijan,2020-05-01,10358078,,,
Asia,Azerbaijan,2020-05-02,10358078,,,
Asia,Azerbaijan,2020-05-03,10358078,,,
Asia,Azerbaijan,2020-05-04,10358078,,,
Asia,Azerbaijan,2020-05-05,10358078,,,
Asia,Azerbaijan,2020-05-06,10358078,,,
Asia,Azerbaijan,2020-05-07,10358078,,,
Asia,Azerbaijan,2020-05-08,10358078,,,
Asia,Azerbaijan,2020-05-09,10358078,,,
Asia,Azerbaijan,2020-05-10,10358078,,,
Asia,Azerbaijan,2020-05-11,10358078,,,
Asia,Azerbaijan,2020-05-12,10358078,,,
Asia,Azerbaijan,2020-05-13,10358078,,,
Asia,Azerbaijan,2020-05-14,10358078,,,
Asia,Azerbaijan,2020-05-15,10358078,,,
Asia,Azerbaijan,2020-05-16,10358078,,,
Asia,Azerbaijan,2020-05-17,10358078,,,
Asia,Azerbaijan,2020-05-18,10358078,,,
Asia,Azerbaijan,2020-05-19,10358078,,,
Asia,Azerbaijan,2020-05-20,10358078,,,
Asia,Azerbaijan,2020-05-21,10358078,,,
Asia,Azerbaijan,2020-05-22,10358078,,,
Asia,Azerbaijan,2020-05-23,10358078,,,
Asia,Azerbaijan,2020-05-24,10358078,,,
Asia,Azerbaijan,2020-05-25,10358078,,,
Asia,Azerbaijan,2020-05-26,10358078,,,
Asia,Azerbaijan,2020-05-27,10358078,,,
Asia,Azerbaijan,2020-05-28,10358078,,,
Asia,Azerbaijan,2020-05-29,10358078,,,
Asia,Azerbaijan,2020-05-30,10358078,,,
Asia,Azerbaijan,2020-05-31,10358078,,,
Asia,Azerbaijan,2020-06-01,10358078,,,
Asia,Azerbaijan,2020-06-02,10358078,,,
Asia,Azerbaijan,2020-06-03,10358078,,,
Asia,Azerbaijan,2020-06-04,10358078,,,
Asia,Azerbaijan,2020-06-05,10358078,,,
Asia,Azerbaijan,2020-06-06,10358078,,,
Asia,Azerbaijan,2020-06-07,10358078,,,
Asia,Azerbaijan,2020-06-08,10358078,,,
Asia,Azerbaijan,2020-06-09,10358078,,,
Asia,Azerbaijan,2020-06-10,10358078,,,
Asia,Azerbaijan,2020-06-11,10358078,,,
Asia,Azerbaijan,2020-06-12,10358078,,,
Asia,Azerbaijan,2020-06-13,10358078,,,
Asia,Azerbaijan,2020-06-14,10358078,,,
Asia,Azerbaijan,2020-06-15,10358078,,,
Asia,Azerbaijan,2020-06-16,10358078,,,
Asia,Azerbaijan,2020-06-17,10358078,,,
Asia,Azerbaijan,2020-06-18,10358078,,,
Asia,Azerbaijan,2020-06-19,10358078,,,
Asia,Azerbaijan,2020-06-20,10358078,,,
Asia,Azerbaijan,2020-06-21,10358078,,,
Asia,Azerbaijan,2020-06-22,10358078,,,
Asia,Azerbaijan,2020-06-23,10358078,,,
Asia,Azerbaijan,2020-06-24,10358078,,,
Asia,Azerbaijan,2020-06-25,10358078,,,
Asia,Azerbaijan,2020-06-26,10358078,,,
Asia,Azerbaijan,2020-06-27,10358078,,,
Asia,Azerbaijan,2020-06-28,10358078,,,
Asia,Azerbaijan,2020-06-29,10358078,,,
Asia,Azerbaijan,2020-06-30,10358078,,,
Asia,Azerbaijan,2020-07-01,10358078,,,
Asia,Azerbaijan,2020-07-02,10358078,,,
Asia,Azerbaijan,2020-07-03,10358078,,,
Asia,Azerbaijan,2020-07-04,10358078,,,
Asia,Azerbaijan,2020-07-05,10358078,,,
Asia,Azerbaijan,2020-07-06,10358078,,,
Asia,Azerbaijan,2020-07-07,10358078,,,
Asia,Azerbaijan,2020-07-08,10358078,,,
Asia,Azerbaijan,2020-07-09,10358078,,,
Asia,Azerbaijan,2020-07-10,10358078,,,
Asia,Azerbaijan,2020-07-11,10358078,,,
Asia,Azerbaijan,2020-07-12,10358078,,,
Asia,Azerbaijan,2020-07-13,10358078,,,
Asia,Azerbaijan,2020-07-14,10358078,,,
Asia,Azerbaijan,2020-07-15,10358078,,,
Asia,Azerbaijan,2020-07-16,10358078,,,
Asia,Azerbaijan,2020-07-17,10358078,,,
Asia,Azerbaijan,2020-07-18,10358078,,,
Asia,Azerbaijan,2020-07-19,10358078,,,
Asia,Azerbaijan,2020-07-20,10358078,,,
Asia,Azerbaijan,2020-07-21,10358078,,,
Asia,Azerbaijan,2020-07-22,10358078,,,
Asia,Azerbaijan,2020-07-23,10358078,,,
Asia,Azerbaijan,2020-07-24,10358078,,,
Asia,Azerbaijan,2020-07-25,10358078,,,
Asia,Azerbaijan,2020-07-26,10358078,,,
Asia,Azerbaijan,2020-07-27,10358078,,,
Asia,Azerbaijan,2020-07-28,10358078,,,
Asia,Azerbaijan,2020-07-29,10358078,,,
Asia,Azerbaijan,2020-07-30,10358078,,,
Asia,Azerbaijan,2020-07-31,10358078,,,
Asia,Azerbaijan,2020-08-01,10358078,,,
Asia,Azerbaijan,2020-08-02,10358078,,,
Asia,Azerbaijan,2020-08-03,10358078,,,
Asia,Azerbaijan,2020-08-04,10358078,,,
Asia,Azerbaijan,2020-08-05,10358078,,,
Asia,Azerbaijan,2020-08-06,10358078,,,
Asia,Azerbaijan,2020-08-07,10358078,,,
Asia,Azerbaijan,2020-08-08,10358078,,,
Asia,Azerbaijan,2020-08-09,10358078,,,
Asia,Azerbaijan,2020-08-10,10358078,,,
Asia,Azerbaijan,2020-08-11,10358078,,,
Asia,Azerbaijan,2020-08-12,10358078,,,
Asia,Azerbaijan,2020-08-13,10358078,,,
Asia,Azerbaijan,2020-08-14,10358078,,,
Asia,Azerbaijan,2020-08-15,10358078,,,
Asia,Azerbaijan,2020-08-16,10358078,,,
Asia,Azerbaijan,2020-08-17,10358078,,,
Asia,Azerbaijan,2020-08-18,10358078,,,
Asia,Azerbaijan,2020-08-19,10358078,,,
Asia,Azerbaijan,2020-08-20,10358078,,,
Asia,Azerbaijan,2020-08-21,10358078,,,
Asia,Azerbaijan,2020-08-22,10358078,,,
Asia,Azerbaijan,2020-08-23,10358078,,,
Asia,Azerbaijan,2020-08-24,10358078,,,
Asia,Azerbaijan,2020-08-25,10358078,,,
Asia,Azerbaijan,2020-08-26,10358078,,,
Asia,Azerbaijan,2020-08-27,10358078,,,
Asia,Azerbaijan,2020-08-28,10358078,,,
Asia,Azerbaijan,2020-08-29,10358078,,,
Asia,Azerbaijan,2020-08-30,10358078,,,
Asia,Azerbaijan,2020-08-31,10358078,,,
Asia,Azerbaijan,2020-09-01,10358078,,,
Asia,Azerbaijan,2020-09-02,10358078,,,
Asia,Azerbaijan,2020-09-03,10358078,,,
Asia,Azerbaijan,2020-09-04,10358078,,,
Asia,Azerbaijan,2020-09-05,10358078,,,
Asia,Azerbaijan,2020-09-06,10358078,,,
Asia,Azerbaijan,2020-09-07,10358078,,,
Asia,Azerbaijan,2020-09-08,10358078,,,
Asia,Azerbaijan,2020-09-09,10358078,,,
Asia,Azerbaijan,2020-09-10,10358078,,,
Asia,Azerbaijan,2020-09-11,10358078,,,
Asia,Azerbaijan,2020-09-12,10358078,,,
Asia,Azerbaijan,2020-09-13,10358078,,,
Asia,Azerbaijan,2020-09-14,10358078,,,
Asia,Azerbaijan,2020-09-15,10358078,,,
Asia,Azerbaijan,2020-09-16,10358078,,,
Asia,Azerbaijan,2020-09-17,10358078,,,
Asia,Azerbaijan,2020-09-18,10358078,,,
Asia,Azerbaijan,2020-09-19,10358078,,,
Asia,Azerbaijan,2020-09-20,10358078,,,
Asia,Azerbaijan,2020-09-21,10358078,,,
Asia,Azerbaijan,2020-09-22,10358078,,,
Asia,Azerbaijan,2020-09-23,10358078,,,
Asia,Azerbaijan,2020-09-24,10358078,,,
Asia,Azerbaijan,2020-09-25,10358078,,,
Asia,Azerbaijan,2020-09-26,10358078,,,
Asia,Azerbaijan,2020-09-27,10358078,,,
Asia,Azerbaijan,2020-09-28,10358078,,,
Asia,Azerbaijan,2020-09-29,10358078,,,
Asia,Azerbaijan,2020-09-30,10358078,,,
Asia,Azerbaijan,2020-10-01,10358078,,,
Asia,Azerbaijan,2020-10-02,10358078,,,
Asia,Azerbaijan,2020-10-03,10358078,,,
Asia,Azerbaijan,2020-10-04,10358078,,,
Asia,Azerbaijan,2020-10-05,10358078,,,
Asia,Azerbaijan,2020-10-06,10358078,,,
Asia,Azerbaijan,2020-10-07,10358078,,,
Asia,Azerbaijan,2020-10-08,10358078,,,
Asia,Azerbaijan,2020-10-09,10358078,,,
Asia,Azerbaijan,2020-10-10,10358078,,,
Asia,Azerbaijan,2020-10-11,10358078,,,
Asia,Azerbaijan,2020-10-12,10358078,,,
Asia,Azerbaijan,2020-10-13,10358078,,,
Asia,Azerbaijan,2020-10-14,10358078,,,
Asia,Azerbaijan,2020-10-15,10358078,,,
Asia,Azerbaijan,2020-10-16,10358078,,,
Asia,Azerbaijan,2020-10-17,10358078,,,
Asia,Azerbaijan,2020-10-18,10358078,,,
Asia,Azerbaijan,2020-10-19,10358078,,,
Asia,Azerbaijan,2020-10-20,10358078,,,
Asia,Azerbaijan,2020-10-21,10358078,,,
Asia,Azerbaijan,2020-10-22,10358078,,,
Asia,Azerbaijan,2020-10-23,10358078,,,
Asia,Azerbaijan,2020-10-24,10358078,,,
Asia,Azerbaijan,2020-10-25,10358078,,,
Asia,Azerbaijan,2020-10-26,10358078,,,
Asia,Azerbaijan,2020-10-27,10358078,,,
Asia,Azerbaijan,2020-10-28,10358078,,,
Asia,Azerbaijan,2020-10-29,10358078,,,
Asia,Azerbaijan,2020-10-30,10358078,,,
Asia,Azerbaijan,2020-10-31,10358078,,,
Asia,Azerbaijan,2020-11-01,10358078,,,
Asia,Azerbaijan,2020-11-02,10358078,,,
Asia,Azerbaijan,2020-11-03,10358078,,,
Asia,Azerbaijan,2020-11-04,10358078,,,
Asia,Azerbaijan,2020-11-05,10358078,,,
Asia,Azerbaijan,2020-11-06,10358078,,,
Asia,Azerbaijan,2020-11-07,10358078,,,
Asia,Azerbaijan,2020-11-08,10358078,,,
Asia,Azerbaijan,2020-11-09,10358078,,,
Asia,Azerbaijan,2020-11-10,10358078,,,
Asia,Azerbaijan,2020-11-11,10358078,,,
Asia,Azerbaijan,2020-11-12,10358078,,,
Asia,Azerbaijan,2020-11-13,10358078,,,
Asia,Azerbaijan,2020-11-14,10358078,,,
Asia,Azerbaijan,2020-11-15,10358078,,,
Asia,Azerbaijan,2020-11-16,10358078,,,
Asia,Azerbaijan,2020-11-17,10358078,,,
Asia,Azerbaijan,2020-11-18,10358078,,,
Asia,Azerbaijan,2020-11-19,10358078,,,
Asia,Azerbaijan,2020-11-20,10358078,,,
Asia,Azerbaijan,2020-11-21,10358078,,,
Asia,Azerbaijan,2020-11-22,10358078,,,
Asia,Azerbaijan,2020-11-23,10358078,,,
Asia,Azerbaijan,2020-11-24,10358078,,,
Asia,Azerbaijan,2020-11-25,10358078,,,
Asia,Azerbaijan,2020-11-26,10358078,,,
Asia,Azerbaijan,2020-11-27,10358078,,,
Asia,Azerbaijan,2020-11-28,10358078,,,
Asia,Azerbaijan,2020-11-29,10358078,,,
Asia,Azerbaijan,2020-11-30,10358078,,,
Asia,Azerbaijan,2020-12-01,10358078,,,
Asia,Azerbaijan,2020-12-02,10358078,,,
Asia,Azerbaijan,2020-12-03,10358078,,,
Asia,Azerbaijan,2020-12-04,10358078,,,
Asia,Azerbaijan,2020-12-05,10358078,,,
Asia,Azerbaijan,2020-12-06,10358078,,,
Asia,Azerbaijan,2020-12-07,10358078,,,
Asia,Azerbaijan,2020-12-08,10358078,,,
Asia,Azerbaijan,2020-12-09,10358078,,,
Asia,Azerbaijan,2020-12-10,10358078,,,
Asia,Azerbaijan,2020-12-11,10358078,,,
Asia,Azerbaijan,2020-12-12,10358078,,,
Asia,Azerbaijan,2020-12-13,10358078,,,
Asia,Azerbaijan,2020-12-14,10358078,,,
Asia,Azerbaijan,2020-12-15,10358078,,,
Asia,Azerbaijan,2020-12-16,10358078,,,
Asia,Azerbaijan,2020-12-17,10358078,,,
Asia,Azerbaijan,2020-12-18,10358078,,,
Asia,Azerbaijan,2020-12-19,10358078,,,
Asia,Azerbaijan,2020-12-20,10358078,,,
Asia,Azerbaijan,2020-12-21,10358078,,,
Asia,Azerbaijan,2020-12-22,10358078,,,
Asia,Azerbaijan,2020-12-23,10358078,,,
Asia,Azerbaijan,2020-12-24,10358078,,,
Asia,Azerbaijan,2020-12-25,10358078,,,
Asia,Azerbaijan,2020-12-26,10358078,,,
Asia,Azerbaijan,2020-12-27,10358078,,,
Asia,Azerbaijan,2020-12-28,10358078,,,
Asia,Azerbaijan,2020-12-29,10358078,,,
Asia,Azerbaijan,2020-12-30,10358078,,,
Asia,Azerbaijan,2020-12-31,10358078,,,
Asia,Azerbaijan,2021-01-01,10358078,,,
Asia,Azerbaijan,2021-01-02,10358078,,,
Asia,Azerbaijan,2021-01-03,10358078,,,
Asia,Azerbaijan,2021-01-04,10358078,,,
Asia,Azerbaijan,2021-01-05,10358078,,,
Asia,Azerbaijan,2021-01-06,10358078,,,
Asia,Azerbaijan,2021-01-07,10358078,,,
Asia,Azerbaijan,2021-01-08,10358078,,,
Asia,Azerbaijan,2021-01-09,10358078,,,
Asia,Azerbaijan,2021-01-10,10358078,,,
Asia,Azerbaijan,2021-01-11,10358078,,,
Asia,Azerbaijan,2021-01-12,10358078,,,
Asia,Azerbaijan,2021-01-13,10358078,,,
Asia,Azerbaijan,2021-01-14,10358078,,,
Asia,Azerbaijan,2021-01-15,10358078,,,
Asia,Azerbaijan,2021-01-16,10358078,,,
Asia,Azerbaijan,2021-01-17,10358078,,,
Asia,Azerbaijan,2021-01-18,10358078,,,
Asia,Azerbaijan,2021-01-19,10358078,,,
Asia,Azerbaijan,2021-01-20,10358078,,,
Asia,Azerbaijan,2021-01-21,10358078,,,
Asia,Azerbaijan,2021-01-22,10358078,,,
Asia,Azerbaijan,2021-01-23,10358078,,,
Asia,Azerbaijan,2021-01-24,10358078,,,
Asia,Azerbaijan,2021-01-25,10358078,,,
Asia,Azerbaijan,2021-01-26,10358078,,,
Asia,Azerbaijan,2021-01-27,10358078,,,
Asia,Azerbaijan,2021-01-28,10358078,,,
Asia,Azerbaijan,2021-01-29,10358078,,,
Asia,Azerbaijan,2021-01-30,10358078,,,
Asia,Azerbaijan,2021-01-31,10358078,,,
Asia,Azerbaijan,2021-02-01,10358078,,,
Asia,Azerbaijan,2021-02-02,10358078,,,
Asia,Azerbaijan,2021-02-03,10358078,,,
Asia,Azerbaijan,2021-02-04,10358078,,,
Asia,Azerbaijan,2021-02-05,10358078,,,
Asia,Azerbaijan,2021-02-06,10358078,,,
Asia,Azerbaijan,2021-02-07,10358078,,,
Asia,Azerbaijan,2021-02-08,10358078,,,
Asia,Azerbaijan,2021-02-09,10358078,,,
Asia,Azerbaijan,2021-02-10,10358078,,,
Asia,Azerbaijan,2021-02-11,10358078,,,
Asia,Azerbaijan,2021-02-12,10358078,,,
Asia,Azerbaijan,2021-02-13,10358078,,,
Asia,Azerbaijan,2021-02-14,10358078,,,
Asia,Azerbaijan,2021-02-15,10358078,,,
Asia,Azerbaijan,2021-02-16,10358078,,,
Asia,Azerbaijan,2021-02-17,10358078,,,
Asia,Azerbaijan,2021-02-18,10358078,,,
Asia,Azerbaijan,2021-02-19,10358078,,,
Asia,Azerbaijan,2021-02-20,10358078,,,
Asia,Azerbaijan,2021-02-21,10358078,,,
Asia,Azerbaijan,2021-02-22,10358078,,,
Asia,Azerbaijan,2021-02-23,10358078,,,
Asia,Azerbaijan,2021-02-24,10358078,,,
Asia,Azerbaijan,2021-02-25,10358078,,,
Asia,Azerbaijan,2021-02-26,10358078,,,
Asia,Azerbaijan,2021-02-27,10358078,,,
Asia,Azerbaijan,2021-02-28,10358078,,,
Asia,Azerbaijan,2021-03-01,10358078,,,
Asia,Azerbaijan,2021-03-02,10358078,,,
Asia,Azerbaijan,2021-03-03,10358078,,,
Asia,Azerbaijan,2021-03-04,10358078,,,
Asia,Azerbaijan,2021-03-05,10358078,,,
Asia,Azerbaijan,2021-03-06,10358078,,,
Asia,Azerbaijan,2021-03-07,10358078,,,
Asia,Azerbaijan,2021-03-08,10358078,,,
Asia,Azerbaijan,2021-03-09,10358078,,,
Asia,Azerbaijan,2021-03-10,10358078,17139,17139,0.16546506021676996
Asia,Azerbaijan,2021-03-11,10358078,8214,25353,0.24476548641552998
Asia,Azerbaijan,2021-03-12,10358078,7039,32392,0.31272210925617666
Asia,Azerbaijan,2021-03-13,10358078,6428,38820,0.37477995435060446
Asia,Azerbaijan,2021-03-14,10358078,3270,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-15,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-16,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-17,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-18,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-19,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-20,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-21,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-22,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-23,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-24,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-25,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-26,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-27,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-28,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-29,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-30,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-03-31,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-04-01,10358078,,42090,0.40634951773871564
Asia,Azerbaijan,2021-04-02,10358078,32670,74760,0.72175552259791831
Asia,Azerbaijan,2021-04-03,10358078,35780,110540,1.0671864027283826
Asia,Azerbaijan,2021-04-04,10358078,22932,133472,1.288578827075834
Asia,Azerbaijan,2021-04-05,10358078,202,133674,1.2905289958233563
Asia,Azerbaijan,2021-04-06,10358078,34344,168018,1.6220963001050965
Asia,Azerbaijan,2021-04-07,10358078,43499,211517,2.0420487275728183
Asia,Azerbaijan,2021-04-08,10358078,43698,255215,2.4639223608858707
Asia,Azerbaijan,2021-04-09,10358078,42234,297449,2.8716620979297511
Asia,Azerbaijan,2021-04-10,10358078,41827,339276,3.2754725345763949
Asia,Azerbaijan,2021-04-11,10358078,23538,362814,3.5027154651664145
Asia,Azerbaijan,2021-04-12,10358078,100,362914,3.5036808952394449
Asia,Azerbaijan,2021-04-13,10358078,34976,397890,3.8413497175827405
Asia,Azerbaijan,2021-04-14,10358078,31028,428918,4.140903360642775
Asia,Azerbaijan,2021-04-15,10358078,28600,457518,4.41701636152962
Asia,Azerbaijan,2021-04-16,10358078,27532,485050,4.6828185692364936
Asia,Azerbaijan,2021-04-17,10358078,25711,510761,4.9310402953134744
Asia,Azerbaijan,2021-04-18,10358078,12327,523088,5.0500488604159965
Asia,Azerbaijan,2021-04-19,10358078,19,523107,5.0502322921298717
Asia,Azerbaijan,2021-04-20,10358078,14830,537937,5.1934055719603576
Asia,Azerbaijan,2021-04-21,10358078,14680,552617,5.335130706681297
Asia,Azerbaijan,2021-04-22,10358078,15077,567694,5.4806885987921694
Asia,Azerbaijan,2021-04-23,10358078,14424,582118,5.61994223252615
Asia,Azerbaijan,2021-04-24,10358078,16090,598208,5.7752799312768257
Asia,Azerbaijan,2021-04-25,10358078,10814,609022,5.8796815393743893
Asia,Azerbaijan,2021-04-26,10358078,365,609387,5.8832053591409528
Asia,Azerbaijan,2021-04-27,10358078,16583,625970,6.0433026281516709
Asia,Azerbaijan,2021-04-28,10358078,15871,641841,6.1965260350424085
Asia,Azerbaijan,2021-04-29,10358078,15465,657306,6.3458297958366412
Asia,Azerbaijan,2021-04-30,10358078,16639,673945,6.5064677056882552
Asia,Azerbaijan,2021-05-01,10358078,16988,690933,6.67047496649475
Asia,Azerbaijan,2021-05-02,10358078,11717,702650,6.7835944081517834
Asia,Azerbaijan,2021-05-03,10358078,,702650,6.7835944081517834
Asia,Azerbaijan,2021-05-04,10358078,,702650,6.7835944081517834
Asia,Azerbaijan,2021-05-05,10358078,29778,732428,7.0710801752989312
Asia,Azerbaijan,2021-05-06,10358078,27777,760205,7.33924768668473
Asia,Azerbaijan,2021-05-07,10358078,33033,793238,7.6581582027090356
Asia,Azerbaijan,2021-05-08,10358078,34856,828094,7.9946685089646943
Asia,Azerbaijan,2021-05-09,10358078,25625,853719,8.2420599651788677
Asia,Azerbaijan,2021-05-10,10358078,170,853889,8.24370119630302
Asia,Azerbaijan,2021-05-11,10358078,18339,872228,8.4207514173961613
Asia,Azerbaijan,2021-05-12,10358078,21604,893832,8.6293229303737622
Asia,Azerbaijan,2021-05-13,10358078,21015,914847,8.83220806022121
Asia,Azerbaijan,2021-05-14,10358078,13107,927954,8.958746979893375
Asia,Azerbaijan,2021-05-15,10358078,15794,943748,9.1112270056278781
Asia,Azerbaijan,2021-05-16,10358078,17623,961371,9.2813647473981167
Asia,Azerbaijan,2021-05-17,10358078,,961371,9.2813647473981167
Asia,Azerbaijan,2021-05-18,10358078,,961371,9.2813647473981167
Asia,Azerbaijan,2021-05-19,10358078,28635,990006,9.5578156488105215
Asia,Azerbaijan,2021-05-20,10358078,28411,1018417,9.8321039868593374
Asia,Azerbaijan,2021-05-21,10358078,33102,1051519,10.151680649634034
Asia,Azerbaijan,2021-05-22,10358078,36758,1088277,10.506553435878741
Asia,Azerbaijan,2021-05-23,10358078,25406,1113683,10.751830600232976
Asia,Azerbaijan,2021-05-24,10358078,115,1113798,10.752940844816964
Asia,Azerbaijan,2021-05-25,10358078,34287,1148085,11.083957853957076
Asia,Azerbaijan,2021-05-26,10358078,34615,1182700,11.41814147373673
Asia,Azerbaijan,2021-05-27,10358078,50903,1233603,11.909574343811661
Asia,Azerbaijan,2021-05-28,10358078,62296,1295899,12.510998662107003
Asia,Azerbaijan,2021-05-29,10358078,38889,1334788,12.886444763207999
Asia,Azerbaijan,2021-05-30,10358078,44735,1379523,13.318329906378384
Asia,Azerbaijan,2021-05-31,10358078,407,1379930,13.32225920677562
Asia,Azerbaijan,2021-06-01,10358078,59499,1439429,13.89668044592829
Asia,Azerbaijan,2021-06-02,10358078,54379,1493808,14.421671665341776
Asia,Azerbaijan,2021-06-03,10358078,50988,1544796,14.913925150978782
Asia,Azerbaijan,2021-06-04,10358078,47637,1592433,15.373827074868524
Asia,Azerbaijan,2021-06-05,10358078,47366,1639799,15.831112683260351
Asia,Azerbaijan,2021-06-06,10358078,33084,1672883,16.150515568621902
Asia,Azerbaijan,2021-06-07,10358078,601,1673484,16.156317803360817
Asia,Azerbaijan,2021-06-08,10358078,39640,1713124,16.539014284310273
Asia,Azerbaijan,2021-06-09,10358078,38466,1751590,16.910376616202349
Asia,Azerbaijan,2021-06-10,10358078,37162,1788752,17.2691497399421
Asia,Azerbaijan,2021-06-11,10358078,39985,1828737,17.655176954643519
Asia,Azerbaijan,2021-06-12,10358078,40844,1869581,18.049497213672268
Asia,Azerbaijan,2021-06-13,10358078,32452,1902033,18.36279858097226
Asia,Azerbaijan,2021-06-14,10358078,322,1902355,18.365907265807422
Asia,Azerbaijan,2021-06-15,10358078,40705,1943060,18.758885577034658
Asia,Azerbaijan,2021-06-16,10358078,22976,1966036,18.980702790614242
Asia,Azerbaijan,2021-06-17,10358078,38556,2004592,19.352934009572046
Asia,Azerbaijan,2021-06-18,10358078,38076,2042668,19.7205311641793
Asia,Azerbaijan,2021-06-19,10358078,,2042668,19.7205311641793
Asia,Azerbaijan,2021-06-20,10358078,,2042668,19.7205311641793
Asia,Azerbaijan,2021-06-21,10358078,215,2042883,19.722606838836317
Asia,Azerbaijan,2021-06-22,10358078,42843,2085726,20.136226045024955
Asia,Azerbaijan,2021-06-23,10358078,47824,2133550,20.597933323151263
Asia,Azerbaijan,2021-06-24,10358078,66010,2199560,21.235213714358977
Asia,Azerbaijan,2021-06-25,10358078,72301,2271861,21.933229311461062
Asia,Azerbaijan,2021-06-26,10358078,75081,2346942,22.658083864593412
Asia,Azerbaijan,2021-06-27,10358078,54695,2401637,23.186125843037676
Asia,Azerbaijan,2021-06-28,10358078,608,2402245,23.191995657881705
Asia,Azerbaijan,2021-06-29,10358078,73206,2475451,23.898748397144722
Asia,Azerbaijan,2021-06-30,10358078,88978,2564429,24.757768767526176
Asia,Azerbaijan,2021-07-01,10358078,85889,2650318,25.586967002951706
Asia,Azerbaijan,2021-07-02,10358078,73621,2723939,26.2977262770178
Asia,Azerbaijan,2021-07-03,10358078,69718,2793657,26.970804815333498
Asia,Azerbaijan,2021-07-04,10358078,52317,2845974,27.475888866641089
Asia,Azerbaijan,2021-07-05,10358078,769,2846743,27.483313023902696
Asia,Azerbaijan,2021-07-06,10358078,61922,2908665,28.081126633724907
Asia,Azerbaijan,2021-07-07,10358078,55169,2963834,28.613744750715338
Asia,Azerbaijan,2021-07-08,10358078,53478,3017312,29.130037445170814
Asia,Azerbaijan,2021-07-09,10358078,51510,3068822,29.627330475789044
Asia,Azerbaijan,2021-07-10,10358078,53606,3122428,30.144858920738
Asia,Azerbaijan,2021-07-11,10358078,38732,3161160,30.518789296624334
Asia,Azerbaijan,2021-07-12,10358078,564,3161724,30.524234322236232
Asia,Azerbaijan,2021-07-13,10358078,50784,3212508,31.014518330524254
Asia,Azerbaijan,2021-07-14,10358078,41696,3254204,31.417064053775228
Asia,Azerbaijan,2021-07-15,10358078,41733,3295937,31.819966986153226
Asia,Azerbaijan,2021-07-16,10358078,40774,3336711,32.213611444130855
Asia,Azerbaijan,2021-07-17,10358078,39986,3376697,32.599648313132995
